source_name,author,date,title,description,content,title_desc,one_shot_class,tesla_related,label,title_label,title_score,content_label,content_score,description_label,description_score,title_desc_label,title_desc_score,source_country
Next Big Future,Brian Wang,2023-09-19,Comparing Tesla Semi Versus Diesel Semis With Real World Data,There is now real world driving data on the Tesla Semi and other electric Semi trucks from the Runonless testing event. The World has a global fleet of about 30 million Semi trucks and about 3 million are purchased every year. 70% of the large and Semi trucks,There is now real world driving data on the Tesla Semi and other electric Semi trucks from the Runonless testing event. The World has a global fleet of about 30 million Semi trucks and about 3 millio [+7282 chars],Comparing Tesla Semi Versus Diesel Semis With Real World Data There is now real world driving data on the Tesla Semi and other electric Semi trucks from the Runonless testing event. The World has a global fleet of about 30 million Semi trucks and about 3 million are purchased every year. 70% of the large and Semi trucks,yes,,,neutral,0.8729434609413147,neutral,0.9099698662757874,neutral,0.9105188846588136,neutral,0.911849319934845,US
Business Insider,Sawdah Bhaimiya,2023-09-19,The boss of the United Auto Workers union said Tesla workers are 'scraping to get by' so that 'greedy people like Elon Musk can build more rocket ships',"Thew United Auto Worker's union boss defended worker demands for higher pay saying companies could double wages and ""still make billions in profits.""","UAW President Shawn Fain marches with UAW members through downtown Detroit on September 15, 2023.Bill Pugliano/Getty
<ul><li>The United Auto Workers president Shawn Fain defended worker demands for  [+2765 chars]","The boss of the United Auto Workers union said Tesla workers are 'scraping to get by' so that 'greedy people like Elon Musk can build more rocket ships' Thew United Auto Worker's union boss defended worker demands for higher pay saying companies could double wages and ""still make billions in profits.""",yes,,,negative,0.536685585975647,negative,0.6268362998962402,negative,0.9125264286994934,negative,0.8711036443710327,US
TechCrunch,Amanda Silberling,2023-09-19,"Elon Musks Twitter (now X): Everything you need to know, from layoffs to verification","Welcome to Elon Musks Twitter (now X), where the rules are made up and the check marks dont matter. The Tesla and SpaceX CEO first announced his bid to buy Twitter in April 2022, zealously driven to rid the platform of spam bots and protect free speech. Th","Welcome to Elon Musks Twitter (now X), where the rules are made up and the check marks dont matter.
The Tesla and SpaceX CEO first announced his bid to buy Twitter in April 2022, zealously driven to [+55937 chars]","Elon Musks Twitter (now X): Everything you need to know, from layoffs to verification Welcome to Elon Musks Twitter (now X), where the rules are made up and the check marks dont matter. The Tesla and SpaceX CEO first announced his bid to buy Twitter in April 2022, zealously driven to rid the platform of spam bots and protect free speech. Th",yes,,,neutral,0.8425340056419373,neutral,0.8981351852416992,neutral,0.8845043182373047,neutral,0.9301964044570924,US
Breitbart News,"Lucas Nolan, Lucas Nolan",2023-09-19,Pay Up or Go: Elon Musk Hints at 'Small Monthly Payment' to Access Twitter/X,"In a recent livestream with Israeli Prime Minister Benjamin Netanyahu, Elon Musk discussed plans to introduce a monthly subscription fee for all users of X, formerly known as Twitter, as part of a strategy to combat the platform's ""vast armies of bots.""","In a recent livestream with Israeli Prime Minister Benjamin Netanyahu, Elon Musk discussed plans to introduce a monthly subscription fee for all users of X, formerly known as Twitter, as part of a st [+2256 chars]","Pay Up or Go: Elon Musk Hints at 'Small Monthly Payment' to Access Twitter/X In a recent livestream with Israeli Prime Minister Benjamin Netanyahu, Elon Musk discussed plans to introduce a monthly subscription fee for all users of X, formerly known as Twitter, as part of a strategy to combat the platform's ""vast armies of bots.""",no,,,neutral,0.8905864357948303,neutral,0.8186038136482239,neutral,0.7955950498580933,neutral,0.8318038582801819,US
Financial Post,Financial Post Staff,2023-09-19,Live news: Unifor extends auto strike deadline after 'substantive offer' from Ford,"The Financial Post brings you the top business stories as they happen for September 19, 2023. Read on for breaking news you need to know.","Article content
Elon Musk in Washington, D.C., on Sept. 13.Photo by Chip Somodevilla/Getty Images
Elon Musk said that a small monthly service fee for using X could help fight off bot operations on  [+4172 chars]","Live news: Unifor extends auto strike deadline after 'substantive offer' from Ford The Financial Post brings you the top business stories as they happen for September 19, 2023. Read on for breaking news you need to know.",no,,,negative,0.9286406636238098,neutral,0.8054084777832031,neutral,0.9373677372932434,neutral,0.933163285255432,Canada
News24,news24,2023-09-19,News24 | Israeli PM Netanyahu urges Musk to curb anti-Semitism on X platform,Israel's Prime Minister Benjamin Netanyahu on Monday urged Elon Musk to fight anti-Semitism on his X platform as he sat down with the tech tycoon to discuss artificial intelligence.,<ul><li>The conversation between Benjamin Netanyahu and Elon Musk was broadcast on the X platform.</li><li>Musk has threatened to sue a US based Jewish organisation for making accusations of anti-Sem [+2802 chars],News24 | Israeli PM Netanyahu urges Musk to curb anti-Semitism on X platform Israel's Prime Minister Benjamin Netanyahu on Monday urged Elon Musk to fight anti-Semitism on his X platform as he sat down with the tech tycoon to discuss artificial intelligence.,no,,,neutral,0.6261907815933228,negative,0.8434336185455322,neutral,0.584119975566864,positive,0.601815938949585,South Africa
BBC News,https://www.facebook.com/bbcnews,2023-09-19,"Elon Musk woos world leaders, courting controversy",Foreign leaders visiting the US are more enthusiastic than ever to meet with the world's richest man.,"He is ""very impressed"" with Emmanuel Macron. Narendra Modi can count him as ""a fan"". And Benjamin Netanyahu just dropped in to see him.
A parade of foreign leaders on recent US trips, including on o [+9624 chars]","Elon Musk woos world leaders, courting controversy Foreign leaders visiting the US are more enthusiastic than ever to meet with the world's richest man.",yes,yes,neutral,neutral,0.8858896493911743,neutral,0.8198358416557312,positive,0.6936700940132141,neutral,0.5563398003578186,UK
The Jerusalem Post,By ZACHY HENNESSEY,2023-09-19,Israeli tech leaders critique Netanyahu-Musk meeting: AI integration falls short,"Prominent venture capitalist Michael Eisenberg: ""The CEOs of technology companies are stronger today than world leaders. They are a center of power.""","Two prominent investors and opinion leaders in the Israeli tech sphere criticized the content of Prime Minister Benjamin Netanyahus with Tesla CEO Elon Musk on Monday. 
Prominent venture capitalist [+3587 chars]","Israeli tech leaders critique Netanyahu-Musk meeting: AI integration falls short Prominent venture capitalist Michael Eisenberg: ""The CEOs of technology companies are stronger today than world leaders. They are a center of power.""",no,,,negative,0.8624630570411682,negative,0.8885575532913208,positive,0.5834489464759827,positive,0.5446135997772217,Israel
News24,fin24,2023-09-19,News24 | Musk considers charging all X users monthly fee,"Elon Musk has suggested charging all users of his social media platform X, which would be the biggest shake-up since he took over the site then known as Twitter last October, but experts say he might struggle to get users on board.","Elon Musk has suggested charging all users of his social media platform X, which would be the biggest shake-up since he took over the site then known as Twitter last October, but experts say he might [+3078 chars]","News24 | Musk considers charging all X users monthly fee Elon Musk has suggested charging all users of his social media platform X, which would be the biggest shake-up since he took over the site then known as Twitter last October, but experts say he might struggle to get users on board.",no,no,neutral,neutral,0.9428985118865968,negative,0.5702341794967651,negative,0.835900604724884,negative,0.5929149389266968,South Africa
Next Big Future,Brian Wang,2023-09-19,Tesla Will Build a Car in Less Than an Hour Like Giant Lego,"Tesla is heading to a few big lego pieces put together by Teslabots in less than one hour. This is the unboxed process and the progression of casting large and complex pieces. In 2020, the Tesla Model 3 had 10,000 parts and took about ten hours to build from ","Tesla is heading to a few big lego pieces put together by Teslabots in less than one hour. This is the unboxed process and the progression of casting large and complex pieces. 
In 2020, the Tesla Mo [+6179 chars]","Tesla Will Build a Car in Less Than an Hour Like Giant Lego Tesla is heading to a few big lego pieces put together by Teslabots in less than one hour. This is the unboxed process and the progression of casting large and complex pieces. In 2020, the Tesla Model 3 had 10,000 parts and took about ten hours to build from ",yes,yes,positive,neutral,0.8992379903793335,neutral,0.9447489380836488,neutral,0.934906005859375,neutral,0.9349846243858336,US
Business Insider,Beatrice Nolan,2023-09-19,'He simply wants to kill the platform': Some X users are threatening to quit the app after Elon Musk suggested he might move it behind a paywall,"Elon Musk has suggested yet another shakeup for X, formerly known as Twitter: a new paywall","Elon Musk.Joel Saget/AFP via Getty Images
<ul><li>Elon Musk says he's considering moving X behind a paywall.</li><li>The billionaire commented during a livestreamed conversation with Israel's prime  [+2285 chars]","'He simply wants to kill the platform': Some X users are threatening to quit the app after Elon Musk suggested he might move it behind a paywall Elon Musk has suggested yet another shakeup for X, formerly known as Twitter: a new paywall",no,no,negative,negative,0.9475271105766296,neutral,0.9030011296272278,neutral,0.873960018157959,negative,0.8815182447433472,US
TechCrunch,Rebecca Bellan,2023-09-19,DOJ investigates Elon Musk perks at Tesla | TechCrunch,The U.S. Department of Justice is investigating the personal benefits that Tesla may have provided its CEO Elon Musk since 2017 as part of a criminal,The U.S. Department of Justice is investigating the personal benefits that Tesla may have provided its CEO Elon Musk since 2017 as part of a criminal probe that is also looking into the use of compan [+2094 chars],DOJ investigates Elon Musk perks at Tesla | TechCrunch The U.S. Department of Justice is investigating the personal benefits that Tesla may have provided its CEO Elon Musk since 2017 as part of a criminal,yes,,,neutral,0.9326854348182678,neutral,0.505759060382843,negative,0.7594821453094482,negative,0.630620539188385,US
